date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:16:08	119981/119981	------	200	untouched ('')	image/jpeg	etag:%221d4ad-5924d0e220917%22	https://www.afbank.com/sites/default/files/pods/credit_builder.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/credit_builder.jpg	(from https://www.afbank.com/)
07:16:08	2164808/2164808	------	200	untouched ('')	image/jpeg	etag:%22210848-5e70184d5ea5f%22	https://www.afbank.com/sites/default/files/pods/afb_pod_home_construction-min_8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/afb_pod_home_construction-min_8232022.jpg	(from https://www.afbank.com/)
07:16:08	60974/60974	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:32%20GMT	https://www.afbank.com/business/accounts	C:/Users/USER/Desktop/download/Test/www.afbank.com/business/accounts.html	(from https://www.afbank.com/)
07:16:08	62307/62307	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:33%20GMT	https://www.afbank.com/personal/accounts/savings/premier-money-market-cd-iras	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/accounts/savings/premier-money-market-cd-iras.html	(from https://www.afbank.com/)
07:16:08	37703/37703	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:34%20GMT	https://www.afbank.com/business/borrowing-old	C:/Users/USER/Desktop/download/Test/www.afbank.com/business/borrowing-old.html	(from https://www.afbank.com/)
07:16:08	52560/52560	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:35%20GMT	https://www.afbank.com/about-us	C:/Users/USER/Desktop/download/Test/www.afbank.com/about-us.html	(from https://www.afbank.com/)
07:16:08	52603/52603	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:35%20GMT	https://www.afbank.com/privacy-policy	C:/Users/USER/Desktop/download/Test/www.afbank.com/privacy-policy.html	(from https://www.afbank.com/)
07:16:08	56509/56509	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:36%20GMT	https://www.afbank.com/security-practices-prevent-fraud-and-identity-theft	C:/Users/USER/Desktop/download/Test/www.afbank.com/security-practices-prevent-fraud-and-identity-theft.html	(from https://www.afbank.com/)
07:16:08	87647/87647	------	200	untouched ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:37%20GMT	https://www.afbank.com/site-map	C:/Users/USER/Desktop/download/Test/www.afbank.com/site-map.html	(from https://www.afbank.com/)
07:16:08	12839/12839	------	200	untouched ('OK')	image/svg+xml	etag:%223227-5d8118bd7d49f%22	https://www.afbank.com/sites/all/themes/afb/logo-white.svg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/logo-white.svg	(from https://www.afbank.com/)
07:16:08	299610/299610	------	200	untouched ('')	image/png	etag:%224925a-5e7a303af23e1%22	https://www.afbank.com/sites/all/themes/afb/img/bank-of-the-year-badge.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/bank-of-the-year-badge.png	(from https://www.afbank.com/)
07:16:08	27450/27450	------	200	untouched ('')	image/png	etag:%226b3a-5df4d89b71aea%22	https://www.afbank.com/sites/all/themes/afb/img/military-saves-white.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/military-saves-white.png	(from https://www.afbank.com/)
07:16:08	12170/12170	------	200	untouched ('')	image/png	etag:%222f8a-5c2b54eaa39ce%22	https://www.afbank.com/sites/all/themes/afb/img/a-million-thanks.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/a-million-thanks.png	(from https://www.afbank.com/)
07:16:08	57669/57669	------	200	untouched ('')	image/png	etag:%22e145-5df4d89b749cb%22	https://www.afbank.com/sites/all/themes/afb/img/military-spouse-white.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/military-spouse-white.png	(from https://www.afbank.com/)
07:16:08	2757/2757	------	200	untouched ('')	image/png	etag:%22ac5-5bca4a80ee0dd%22	https://www.afbank.com/sites/all/themes/afb/img/member-fdic.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/member-fdic.png	(from https://www.afbank.com/)
07:16:08	2496/2496	------	200	untouched ('')	image/png	etag:%229c0-5bca4a80eb1fd%22	https://www.afbank.com/sites/all/themes/afb/img/equal-housing.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/all/themes/afb/img/equal-housing.png	(from https://www.afbank.com/)
