date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:47:08	555684/555684	---M--	200	added ('OK')	image/jpeg	etag:%2287aa4-5e70184d5abdd%22	https://www.afbank.com/sites/default/files/pods/afb_early_pay_-_pod8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/afb_early_pay_-_pod8232022.jpg	(from https://www.afbank.com/)
00:47:08	569981/569981	---M--	200	added ('OK')	image/png	etag:%228b27d-5cf5c4911d873%22	https://www.afbank.com/sites/default/files/pods/afb_mortgage_loan_experts_-_pod.png	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/afb_mortgage_loan_experts_-_pod.png	(from https://www.afbank.com/)
00:47:09	691796/691796	---M--	200	added ('OK')	image/jpeg	etag:%22a8e54-5e70184d5fde7%22	https://www.afbank.com/sites/default/files/pods/mobile_banking576x280_8232022.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/mobile_banking576x280_8232022.jpg	(from https://www.afbank.com/)
00:47:09	119981/119981	---M--	200	added ('OK')	image/jpeg	etag:%221d4ad-5924d0e220917%22	https://www.afbank.com/sites/default/files/pods/credit_builder.jpg	C:/Users/USER/Desktop/download/Test/www.afbank.com/sites/default/files/pods/credit_builder.jpg	(from https://www.afbank.com/)
00:47:11	60974/60974	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:32%20GMT	https://www.afbank.com/business/accounts	C:/Users/USER/Desktop/download/Test/www.afbank.com/business/accounts.html	(from https://www.afbank.com/)
00:47:12	62307/62307	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:33%20GMT	https://www.afbank.com/personal/accounts/savings/premier-money-market-cd-iras	C:/Users/USER/Desktop/download/Test/www.afbank.com/personal/accounts/savings/premier-money-market-cd-iras.html	(from https://www.afbank.com/)
00:47:13	37703/37703	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:34%20GMT	https://www.afbank.com/business/borrowing-old	C:/Users/USER/Desktop/download/Test/www.afbank.com/business/borrowing-old.html	(from https://www.afbank.com/)
00:47:14	52560/52560	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:35%20GMT	https://www.afbank.com/about-us	C:/Users/USER/Desktop/download/Test/www.afbank.com/about-us.html	(from https://www.afbank.com/)
00:47:15	52603/52603	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:35%20GMT	https://www.afbank.com/privacy-policy	C:/Users/USER/Desktop/download/Test/www.afbank.com/privacy-policy.html	(from https://www.afbank.com/)
00:47:15	56509/56509	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Dec%202022%2023:46:36%20GMT	https://www.afbank.com/security-practices-prevent-fraud-and-identity-theft	C:/Users/USER/Desktop/download/Test/www.afbank.com/security-practices-prevent-fraud-and-identity-theft.html	(from https://www.afbank.com/)
